date,forecast,lower,upper
2026-03-09,137.10131393414557,94.57756542581201,179.62506244247913
2026-03-10,147.73277423842504,111.02576332879089,184.43978514805917
2026-03-11,144.1708549536409,107.04526332737856,181.29644657990326
2026-03-12,161.4157568568031,119.50111292416307,203.33040078944316
2026-03-13,138.8279760264647,99.05883468295568,178.59711736997374
2026-03-14,146.76627784712693,109.5975899154821,183.93496577877175
2026-03-15,137.77460355504988,102.50523915816855,173.04396795193122
2026-03-16,128.95668142320622,89.2347253988612,168.67863744755124
2026-03-17,144.11655740356798,108.68196366693823,179.55115114019773
2026-03-18,139.5121251573836,95.17245058212313,183.85179973264405
2026-03-19,180.19184967202196,154.65531823018358,205.72838111386034
2026-03-20,156.45296078013743,130.46775572187397,182.4381658384009
2026-03-21,166.51972656365845,140.86959608445815,192.16985704285875
2026-03-22,155.5841999789706,114.82034268945492,196.34805726848626
2026-03-23,128.95668142320622,78.7635738708739,179.14978897553854
2026-03-24,172.48159756166606,137.4082018458247,207.55499327750744
2026-03-25,140.8152663591339,91.66937953225892,189.96115318600886
2026-03-26,191.80066587761416,164.01723953167908,219.58409222354925
2026-03-27,162.83835266871387,140.15079392829404,185.5259114091337
2026-03-28,165.47721360225822,140.50491948257428,190.44950772194215
2026-03-29,155.03036496822668,112.94434204944757,197.11638788700577
2026-03-30,128.5005820025936,80.18086088088182,176.82030312430538
2026-03-31,165.2491638919519,143.75941470774782,186.73891307615597
2026-04-01,167.90974384552544,148.85202973286232,186.96745795818856
2026-04-02,167.95318188558377,147.20367349237117,188.70269027879638
2026-04-03,168.00747943565673,151.52364852169745,184.49131034961601
2026-04-04,166.60660264377512,146.35133026347867,186.86187502407157
2026-04-05,156.73530804051668,126.53789102250008,186.9327250585333
2026-04-06,144.78984702447232,106.98452739879002,182.59516665015462
2026-04-07,180.3330233022116,171.05375402063558,189.6122925837876
2026-04-08,183.09133884591637,172.97618857713638,193.20648911469635
2026-04-09,177.24892245806922,155.2627444218575,199.23510049428094
2026-04-10,158.12532532238367,128.5377381737161,187.71291247105125
2026-04-11,144.29030956380134,109.78608281750257,178.7945363101001
2026-04-12,145.75634341577043,107.52834958507093,183.98433724646992
2026-04-13,133.0289976786759,83.74791507693104,182.31008028042075
2026-04-14,180.95201537304297,157.7434948618169,204.16053588426902
2026-04-15,159.1569787737693,138.94616215295957,179.36779539457905
2026-04-16,172.25354785135977,131.32996223719346,213.17713346552608
2026-04-17,130.2598226249565,86.66999187327775,173.84965337663527
2026-04-18,123.07082699530072,78.28928332204177,167.85237066855967
2026-04-19,133.0289976786759,93.47259348213649,172.5854018752153
2026-04-20,134.38643643049912,96.79708267813993,171.9757901828583
2026-04-21,146.69026127702483,116.10915272942637,177.2713698246233
2026-04-22,149.35084123059832,118.6663935529881,180.03528890820854
2026-04-23,150.82773459258198,121.91635984560737,179.73910933955656
2026-04-24,152.2937684445511,120.61900089181285,183.96853599728934
2026-04-25,143.13920150225525,109.36438096387194,176.91402204063854
2026-04-26,148.0042619887897,116.71168171039142,179.29684226718797
2026-04-27,151.73993343380718,121.75954224222997,181.7203246253844
2026-04-28,155.4864643888393,126.54614442378016,184.42678435389843
2026-04-29,157.3760191313772,131.31671983151114,183.43531843124327
2026-04-30,158.58142474299626,133.18009974448486,183.98274974150766
2026-05-01,159.78683035461526,132.4677932588463,187.1058674503842
2026-05-02,153.55347160624302,123.59438803147391,183.51255518101215
2026-05-03,155.45388585879556,125.94844613253493,184.9593255850562
2026-05-04,157.73438296185856,127.98756828061916,187.48119764309797
2026-05-05,160.004020554907,130.06447146010598,189.943569649708
2026-05-06,162.61030295840757,133.22887682555964,191.9917290912555
2026-05-07,167.2473137346357,140.7896545789205,193.7049728903509
2026-05-08,171.88432451086385,148.47456051034473,195.29408851138297
2026-05-09,179.48598152107388,150.86667349310088,208.1052895490469
2026-05-10,161.32888077668645,125.98016414255672,196.6775974108162
2026-05-11,153.39057895602423,133.6969553625867,173.08420254946176
2026-05-12,130.24896311494192,67.60401063894432,192.8939155909395
2026-05-13,166.43285048354176,128.7008313167916,204.1648696502919
2026-05-14,203.235729922973,179.56732015129634,226.90413969464967
2026-05-15,179.74660976142397,148.47115171777574,211.0220678050722
2026-05-16,165.88987498281247,129.56884742025582,202.21090254536912
2026-05-17,167.06270206438776,129.9740335458227,204.15137058295284
2026-05-18,166.56316460371679,128.5167223605845,204.60960684684906
2026-05-19,166.07448665306046,127.3844842234922,204.76448908262873
2026-05-20,167.05184255437317,121.6484201283049,212.45526498044143
2026-05-21,208.69806346030967,182.89258959758047,234.50353732303887
2026-05-22,185.4478525190815,152.05182865994522,218.84387637821777
2026-05-23,169.92961270823838,132.23533507356285,207.6238903429139
2026-05-24,168.27896718602136,128.3991714031942,208.15876296884852
2026-05-25,168.75678562666315,128.84269851346463,208.67087273986166
2026-05-26,169.2346040673049,128.577368383604,209.8918397510058
2026-05-27,166.56316460371679,119.13281140916425,213.99351779826932
2026-05-28,210.81566791315387,184.65005727934678,236.98127854696097
2026-05-29,186.32747283026293,152.4443251748281,220.21062048569777
2026-05-30,171.84088647080551,133.71225414285544,209.9695187987556
2026-05-31,169.20202553726114,125.40801867787454,212.99603239664773
2026-06-01,157.4628952114939,109.8183867967773,205.1074036262105
2026-06-02,185.63246418932945,153.5893615680164,217.67556681064252
2026-06-03,180.32216379219702,136.64757081916522,223.9967567652288
2026-06-04,224.46607200148821,212.55150181536737,236.38064218760906
2026-06-05,214.562198868186,189.11323869768,240.01115903869197
2026-06-06,190.72557438617017,149.66475464179584,231.7863941305445
2026-06-07,163.31617110935562,118.44481568521002,208.18752653350123
2026-06-08,171.03728272972614,131.82692489815312,210.24764056129916
2026-06-09,189.99798721519295,160.59648485357883,219.39948957680707
2026-06-10,182.7546940354642,143.80313370933607,221.70625436159236
2026-06-11,223.42355904008798,204.69502483156006,242.1520932486159
2026-06-12,202.7796305023604,177.18027527923027,228.3789857254905
2026-06-13,185.41527398903773,153.4833307847791,217.34721719329636
2026-06-14,175.68515301596887,138.75981736251813,212.6104886694196
2026-06-15,168.3224052260797,130.4984390162809,206.14637143587848
2026-06-16,186.52294401052546,157.0442426822783,216.00164533877262
2026-06-17,177.2597819680838,146.10423443510018,208.4153295010674
2026-06-18,187.40256432170693,162.95590558886573,211.84922305454813
2026-06-19,197.54534667533005,175.92402479159688,219.16666855906323
2026-06-20,191.2468308668703,153.5547767015691,228.93888503217153
2026-06-21,158.0927467923399,118.75970117214926,197.42579241253054
2026-06-22,169.67984397790292,136.33632992194296,203.02335803386288
2026-06-23,185.08948868860014,153.96961754233732,216.20935983486297
2026-06-24,169.83187711810712,127.28349870482324,212.380255531391
2026-06-25,214.3341491578797,196.09842821243856,232.56987010332082
2026-06-26,194.27663416093975,171.82166899775146,216.73159932412804
2026-06-27,181.74475960410774,154.23377171344848,209.255747494767
2026-06-28,174.5992020145103,141.06210596371903,208.13629806530156
2026-06-29,162.8926502187868,127.2570212881786,198.528279149395
2026-06-30,177.92221207897353,145.47014032754294,210.37428383040412
2026-07-01,162.5885839383784,116.29620180567757,208.88096607107923
2026-07-02,210.24011388238083,201.87350210460602,218.60672566015563
2026-07-03,207.25374862836975,192.82811547623396,221.67938178050554
2026-07-04,196.33994106371105,173.01844539983907,219.66143672758304
2026-07-05,179.1601962206363,154.35370908843637,203.9666833528362
2026-07-06,177.36837706822968,151.80852618916546,202.9282279472939
2026-07-07,177.50955069841928,151.26485958726312,203.75424180957543
2026-07-08,174.70779711465613,142.29799341762643,207.11760081168583
2026-07-09,204.47371406463577,183.8282323352113,225.11919579406023
2026-07-10,185.45871202909606,159.29109035650228,211.62633370168984
2026-07-11,175.891483706246,145.84162958879645,205.94133782369553
2026-07-12,172.18839079127224,141.0329753698724,203.3438062126721
2026-07-13,173.7521602333726,143.88123661591476,203.62308385083043
2026-07-14,175.29421065544375,145.84156578948983,204.74685552139766
2026-07-15,172.92683747226408,140.9651189452512,204.88855599927697
2026-07-16,177.45525314834634,151.6059964781827,203.30450981850998
2026-07-17,181.9945283344432,153.7260958090979,210.2629608597885
2026-07-18,168.91967827688194,135.89534917968453,201.94400737407935
2026-07-19,162.87093119875763,123.04021009456469,202.70165230295058
2026-07-20,148.57981601956274,103.84832490200664,193.31130713711883
2026-07-21,173.70872219331426,142.4095223824565,205.00792200417203
2026-07-22,171.18931586993034,138.57827493714194,203.80035680271874
2026-07-23,200.0973315287577,181.04964337507354,219.14501968244187
2026-07-24,185.61074516930026,153.69259543345245,217.52889490514806
2026-07-25,171.79744843074712,135.8691954323059,207.72570142918835
2026-07-26,165.84643694275414,125.77496614968241,205.91790773582585
2026-07-27,155.7796711592331,111.3352677194298,200.22407459903638
2026-07-28,176.17383096662522,140.62099660197856,211.72666533127187
2026-07-29,174.05622651378098,137.3828795751663,210.72957345239567
2026-07-30,202.87736609249166,180.08946498686106,225.66526719812225
2026-07-31,189.61790436468243,154.92183002766268,224.31397870170218
2026-08-01,168.59389297644435,123.56766504649224,213.62012090639647
2026-08-02,165.90073449282707,130.51474126838866,201.28672771726548
2026-08-03,168.19209110590467,129.1155727922166,207.26860941959274
2026-08-04,170.49430722899686,128.2797220717316,212.7088923862621
2026-08-05,176.46703773701904,137.8637757815832,215.07029969245488
2026-08-06,181.33209822355346,145.78498937909185,216.87920706801506
2026-08-07,186.1971587100879,149.52502413354603,222.86929328662978
2026-08-08,175.131318005225,139.27265605138183,210.9899799590682
2026-08-09,166.58488362374598,122.90508375240958,210.26468349508238
2026-08-10,151.41414813336962,107.35229138447626,195.476004882263
2026-08-11,174.65349956458323,146.8807078950373,202.42629123412917
2026-08-12,171.03728272972614,138.7878641303157,203.28670132913658
2026-08-13,199.54349651801382,183.79513055833408,215.29186247769357
2026-08-14,182.26601608480786,161.71938485144017,202.81264731817555
2026-08-15,169.45179426759663,142.07264889013825,196.830939645055
2026-08-16,166.72605725393558,142.0868037197881,191.36531078808306
2026-08-17,157.4628952114939,129.6560615190362,185.2697289039516
2026-08-18,176.46703773701904,158.77904746112844,194.15502801290964
2026-08-19,169.67984397790292,140.13851699349004,199.2211709623158
2026-08-20,203.6158127734835,185.22298808557872,222.00863746138828
2026-08-21,183.5257192464998,160.20023021840007,206.85120827459951
2026-08-22,169.88617466818005,143.2553403710725,196.5170089652876
2026-08-23,169.04999239705694,138.85000857719373,199.24997621692015
2026-08-24,158.87463151339009,129.4686254602043,188.28063756657588
2026-08-25,174.65349956458323,156.59905310062317,192.7079460285433
2026-08-26,169.67984397790292,142.59156237865784,196.768125577148
2026-08-27,199.54349651801382,188.7535919771942,210.33340105883346
2026-08-28,186.62067960065676,167.9495057114767,205.29185348983683
2026-08-29,169.22374455729033,144.63430238061622,193.81318673396444
2026-08-30,164.87994055145603,140.0102636319623,189.74961747094977
2026-08-31,157.81039953196066,127.63857315568704,187.98222590823428
2026-09-01,174.65349956458323,150.67612695789424,198.63087217127222
2026-09-02,172.39472148154937,136.41785391362455,208.37158904947418
2026-09-03,213.11788403624607,188.3471938076715,237.88857426482065
2026-09-04,182.48320628509956,159.07065572263414,205.89575684756497
2026-09-05,169.77757956803418,147.14549809062694,192.40966104544142
2026-09-06,172.37300246152017,145.9276210182511,198.81838390478924
2026-09-07,166.715197743921,138.89649754135942,194.5338979464826
2026-09-08,180.9954534131013,158.65708991350715,203.33381691269545
2026-09-09,172.2969858914181,139.39564882922565,205.19832295361056
2026-09-10,207.68812902895317,196.56055067604996,218.81570738185638
2026-09-11,195.19969251217952,175.65085929891586,214.7485257254432
2026-09-12,177.98736913906106,155.07214450564322,200.9025937724789
2026-09-13,172.4490190316223,144.9363324452491,199.9617056179955
2026-09-14,163.78313003998284,133.32143678172812,194.24482329823755
2026-09-15,183.71033091674775,163.81072205224993,203.60993978124557
2026-09-16,176.86883960755873,145.63454605447834,208.10313316063912
2026-09-17,203.20315139292924,191.03265192577507,215.37365086008342
2026-09-18,191.43144253711824,179.54198113300075,203.32090394123574
2026-09-19,185.01347211849807,168.10978747401893,201.9171567629772
2026-09-20,195.764387032938,164.36540251432658,227.16337155154943
2026-09-21,177.10774882787962,150.71828521529363,203.4972124404656
2026-09-22,180.9954534131013,163.5277531088254,198.4631537173772
2026-09-23,176.08695488650855,146.14222139295413,206.03168838006297
2026-09-24,206.64561606755294,199.91253646309258,213.3786956720133
2026-09-25,198.0991816860739,185.88019406188835,210.31816931025946
2026-09-26,184.79628191820632,163.50932616027794,206.0832376761347
2026-09-27,181.58186695388895,158.58332384176987,204.58041006600803
2026-09-28,179.45340299103012,155.3636375293242,203.54316845273604
2026-09-29,191.3988640070745,166.4630223008076,216.3347057133414
2026-09-30,175.18561555529791,145.56293036708448,204.80830074351135
2026-10-01,209.2844770010973,197.68606717905703,220.88288682313754
2026-10-02,198.1209007061031,175.65350982954604,220.58829158266016
2026-10-03,176.27156655675648,150.40480981533256,202.1383232981804
2026-10-04,173.7521602333726,148.50713911632855,198.99718135041664
2026-10-05,170.03820780838427,144.33317170726198,195.74324390950656
2026-10-06,176.4996162670628,153.56957908610735,199.42965344801826
2026-10-07,174.29513573410188,148.79945409818558,199.79081737001817
2026-10-08,195.134535452092,183.6856959860151,206.5833749181689
2026-10-09,192.82145981898523,177.7569575968738,207.88596204109666
2026-10-10,185.46957153911066,170.05141787532847,200.88772520289285
2026-10-11,185.53472859919816,172.30910058083924,198.76035661755708
2026-10-12,179.49684103108845,97.39301773399708,261.60066432817985
2026-10-13,227.26782558525136,86.95599068256044,367.5796604879423
2026-10-14,170.41829065889476,142.34645333249236,198.49012798529716
2026-10-15,195.11281643206283,179.5245648559559,210.70106800816976
2026-10-16,213.487107376742,211.4948724508359,215.47934230264806
2026-10-17,211.0437176234602,209.73326976108643,212.35416548583396
2026-10-18,212.65092510561888,203.04392557402736,222.2579246372104
2026-10-19,224.43349347144445,213.66657049410315,235.20041644878575
2026-10-20,211.22832929370813,209.8647551666435,212.59190342077275
2026-10-21,212.90069383595437,211.41315842461117,214.38822924729757
2026-10-22,211.07629615350396,210.7929560751529,211.35963623185503
2026-10-23,210.7287918330372,210.69337432324332,210.7642093428311
2026-10-24,210.77222987309554,206.36274990375676,215.18170984243432
2026-10-25,205.36419388583184,200.8396070096629,209.88878076200078
2026-10-26,199.81498426837848,182.41613258213206,217.2138359546249
2026-10-27,221.15392144703955,214.02614760102,228.2816952930591
2026-10-28,212.412015885298,212.3146177333648,212.50941403723118
2026-10-29,212.53147049545845,210.3798567754799,214.683084215437
2026-10-30,215.17033142900277,215.06407889962114,215.2765839583844
2026-10-31,215.04001730882777,214.33166711295004,215.7483675047055
2026-11-01,214.1712565076609,212.97591555211727,215.36659746320453
2026-11-02,215.63729035962996,213.19348218385184,218.08109853540807
2026-11-03,212.64006559560428,212.36557989470165,212.91455129650691
2026-11-04,212.97671040605647,212.61368093066915,213.3397398814438
2026-11-05,212.53147049545845,211.734576525096,213.3283644658209
2026-11-06,211.55411459414572,210.9697256825466,212.13850350574484
2026-11-07,210.83738693318307,209.96965794323285,211.7051159231333
2026-11-08,209.77315495175364,192.6576433438583,226.88866655964898
2026-11-09,230.76458780994798,217.4830216372408,244.04615398265517
2026-11-10,214.4753227880693,210.9335718086807,218.01707376745787
2026-11-11,210.131518782235,198.84218753543388,221.4208500290361
2026-11-12,223.97739405083186,222.47214988459172,225.482638217072
2026-11-13,222.13127734835228,221.4052183975776,222.85733629912696
2026-11-14,221.24079752715622,218.38968798874842,224.09190706556402
2026-11-15,224.73755975185284,187.69969888489675,261.77542061880894
2026-11-16,179.31222936084052,166.48776365362465,192.13669506805638
2026-11-17,194.38522926108558,193.128653370465,195.64180515170617
2026-11-18,195.86212262306927,194.60554673244872,197.11869851368982
2026-11-19,197.33901598505292,193.9665880433139,200.71144392679196
2026-11-20,193.3752948297291,184.66241935285262,202.0881703066056
2026-11-21,203.6158127734835,182.98394539292656,224.24768015404044
2026-11-22,179.36652691091342,178.97846670939822,179.75458711242862
2026-11-23,179.82262633152604,166.50846560811246,193.13678705493962
2026-11-24,195.47118026254418,169.38799100355976,221.5543695215286
2026-11-25,164.8147834913685,135.14665713267246,194.48290985006454
2026-11-26,199.68467014820345,196.14593069152934,203.22340960487756
2026-11-27,195.5254778126171,191.9774988273355,199.07345679789873
2026-11-28,191.35542596701617,174.15142369984332,208.55942823418903
2026-11-29,171.1350183198574,165.37879199738228,176.89124464233254
2026-11-30,177.90049305894436,164.10587684794055,191.69510926994818
2026-12-01,194.11374151072096,167.55009676414633,220.67738625729558
2026-12-02,162.8926502187868,121.3147714850178,204.4705289525558
2026-12-03,211.76044528442284,205.59767970321755,217.92321086562814
2026-12-04,219.00373846415155,198.9816799716899,239.0257969566132
2026-12-05,195.47118026254418,188.54153380691602,202.40082671817234
2026-12-06,187.32654775160483,185.01666559972878,189.6364299034809
2026-12-07,190.04142525525128,186.34561381224958,193.73723669825299
2026-12-08,185.69762124941695,152.43531826240178,218.95992423643213
2026-12-09,146.60338519690814,101.94874343684023,191.25802695697604
2026-12-10,199.08739709740124,196.00139454249484,202.17339965230764
2026-12-11,202.71447344227286,191.93194355731544,213.4970033272303
2026-12-12,190.04142525525128,190.04142525525128,190.04142525525128
2026-12-13,190.04142525525128,183.11177879962312,196.97107171087944
2026-12-14,181.89679274431194,179.58691059243588,184.206674896188
2026-12-15,184.6116702479584,161.51284872919783,207.71049176671895
2026-12-16,157.4628952114939,106.64548787022069,208.28030255276713
2026-12-17,217.19020029171574,204.8739086579126,229.50649192551887
2026-12-18,202.71447344227286,193.47494483476865,211.95400204977707
2026-12-19,191.8549634276871,185.6921978464818,198.0177290088924
2026-12-20,184.6116702479584,184.6116702479584,184.6116702479584
2026-12-21,184.6116702479584,183.68771738720795,185.53562310870882
2026-12-22,183.5257192464998,156.73108628473756,210.32035220826202
2026-12-23,152.033140204201,80.42679349604329,223.63948691235873
2026-12-24,236.19434281724088,206.16587484285216,266.2228107916296
2026-12-25,271.4877503646447,169.85293568209826,373.1225650471911
2026-12-26,152.033140204201,123.15961330575031,180.90666710265168
2026-12-27,185.9691089997816,184.81416792384357,187.12405007571965
2026-12-28,184.6116702479584,177.220047361955,192.00329313396176
2026-12-29,193.29927825962702,168.9715994360684,217.62695708318563
2026-12-30,164.7061883912226,115.43178232740259,213.98059445504265
2026-12-31,222.61995529900864,181.04207656523965,264.1978340327776
